message,category
Your Airtel recharge of ₹13074 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Jio Offer: Get 16% cashback on recharge above ₹410.,Recharge Offers
BSNL Offer: Get 14% cashback on recharge above ₹267.,Recharge Offers
Your Paytm recharge of ₹4964 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm: Recharge of ₹4535 successful. Validity till 28-Oct-25. Enjoy unlimited data.,Recharge Offers
Airtel: Recharge of ₹15940 successful. Validity till 24-Oct-25. Enjoy unlimited data.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 15-Oct-25. Renew to stay connected.,Recharge Offers
Vi: Recharge of ₹12286 successful. Validity till 15-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL: Recharge of ₹13077 successful. Validity till 11-Oct-25. Enjoy free calls.,Recharge Offers
Paytm: Recharge of ₹11174 successful. Validity till 19-Oct-25. Enjoy free calls.,Recharge Offers
Your Paytm recharge of ₹13136 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 11-Oct-25. Renew to stay connected.,Recharge Offers
BSNL Offer: Get 21% cashback on recharge above ₹350.,Recharge Offers
Recharge ₹17929 and get 10GB extra data. Valid for 78 days. – Paytm,Recharge Offers
Recharge ₹4716 and get 2GB extra data. Valid for 90 days. – Vi,Recharge Offers
Recharge ₹16050 and get 2GB extra data. Valid for 76 days. – Vi,Recharge Offers
BSNL Offer: Get 22% cashback on recharge above ₹110.,Recharge Offers
Your BSNL recharge of ₹2312 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge of ₹1917 successful. Validity till 26-Oct-25. Enjoy free calls.,Recharge Offers
Recharge ₹15105 and get 5GB extra data. Valid for 63 days. – Airtel,Recharge Offers
Your Paytm recharge of ₹19591 failed. Amount will be refunded in 24 hrs.,Recharge Offers
BSNL Offer: Get 23% cashback on recharge above ₹305.,Recharge Offers
Recharge ₹3536 and get 2GB extra data. Valid for 83 days. – Vi,Recharge Offers
Vi: Recharge reminder! Your plan expires on 13-Oct-25. Renew to stay connected.,Recharge Offers
Your Vi recharge of ₹11755 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 26-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹9631 and get 10GB extra data. Valid for 44 days. – BSNL,Recharge Offers
Paytm Offer: Get 22% cashback on recharge above ₹125.,Recharge Offers
BSNL: Recharge of ₹3067 successful. Validity till 20-Oct-25. Enjoy extra validity.,Recharge Offers
Vi: Recharge of ₹18329 successful. Validity till 21-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹16282 and get 2GB extra data. Valid for 10 days. – Paytm,Recharge Offers
Your Vi recharge of ₹17315 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm Offer: Get 24% cashback on recharge above ₹316.,Recharge Offers
Jio Offer: Get 7% cashback on recharge above ₹362.,Recharge Offers
Airtel: Recharge of ₹15165 successful. Validity till 23-Oct-25. Enjoy free calls.,Recharge Offers
BSNL: Recharge of ₹12839 successful. Validity till 21-Oct-25. Enjoy unlimited data.,Recharge Offers
Paytm Offer: Get 14% cashback on recharge above ₹406.,Recharge Offers
Recharge ₹17484 and get 1GB extra data. Valid for 53 days. – Airtel,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 17-Oct-25. Renew to stay connected.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 11-Oct-25. Renew to stay connected.,Recharge Offers
Paytm Offer: Get 7% cashback on recharge above ₹205.,Recharge Offers
Recharge ₹18858 and get 10GB extra data. Valid for 19 days. – Vi,Recharge Offers
Jio: Recharge of ₹14270 successful. Validity till 12-Oct-25. Enjoy free calls.,Recharge Offers
Your Airtel recharge of ₹12056 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Jio: Recharge of ₹1654 successful. Validity till 14-Oct-25. Enjoy free calls.,Recharge Offers
Vi Offer: Get 22% cashback on recharge above ₹118.,Recharge Offers
Recharge ₹2161 and get 10GB extra data. Valid for 29 days. – Jio,Recharge Offers
Recharge ₹17228 and get 5GB extra data. Valid for 48 days. – Airtel,Recharge Offers
Recharge ₹9779 and get 5GB extra data. Valid for 65 days. – Jio,Recharge Offers
Vi: Recharge of ₹19010 successful. Validity till 21-Oct-25. Enjoy extra validity.,Recharge Offers
Your Airtel recharge of ₹18032 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 28-Oct-25. Renew to stay connected.,Recharge Offers
Vi Offer: Get 10% cashback on recharge above ₹318.,Recharge Offers
Recharge ₹16916 and get 1GB extra data. Valid for 71 days. – Paytm,Recharge Offers
Recharge ₹10975 and get 1GB extra data. Valid for 51 days. – Paytm,Recharge Offers
Recharge ₹7691 and get 10GB extra data. Valid for 13 days. – Vi,Recharge Offers
Vi Offer: Get 21% cashback on recharge above ₹302.,Recharge Offers
Jio Offer: Get 14% cashback on recharge above ₹220.,Recharge Offers
Your BSNL recharge of ₹19645 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹1537 and get 5GB extra data. Valid for 86 days. – BSNL,Recharge Offers
Recharge ₹2815 and get 5GB extra data. Valid for 41 days. – BSNL,Recharge Offers
Your Vi recharge of ₹16853 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Your BSNL recharge of ₹11270 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹5952 and get 2GB extra data. Valid for 71 days. – Jio,Recharge Offers
Your BSNL recharge of ₹855 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel Offer: Get 14% cashback on recharge above ₹274.,Recharge Offers
Paytm: Recharge of ₹8904 successful. Validity till 25-Oct-25. Enjoy free calls.,Recharge Offers
Recharge ₹10324 and get 5GB extra data. Valid for 30 days. – Jio,Recharge Offers
Your Airtel recharge of ₹2259 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹791 and get 1GB extra data. Valid for 25 days. – Airtel,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 27-Oct-25. Renew to stay connected.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 24-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹7426 and get 2GB extra data. Valid for 10 days. – Paytm,Recharge Offers
BSNL: Recharge of ₹11308 successful. Validity till 14-Oct-25. Enjoy free calls.,Recharge Offers
Paytm: Recharge of ₹7294 successful. Validity till 23-Oct-25. Enjoy free calls.,Recharge Offers
BSNL: Recharge of ₹19119 successful. Validity till 12-Oct-25. Enjoy unlimited data.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 22-Oct-25. Renew to stay connected.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 13-Oct-25. Renew to stay connected.,Recharge Offers
Your Airtel recharge of ₹9351 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 15-Oct-25. Renew to stay connected.,Recharge Offers
Vi Offer: Get 10% cashback on recharge above ₹441.,Recharge Offers
Airtel: Recharge of ₹10513 successful. Validity till 24-Oct-25. Enjoy unlimited data.,Recharge Offers
Your Jio recharge of ₹17230 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi Offer: Get 10% cashback on recharge above ₹223.,Recharge Offers
Recharge ₹19795 and get 10GB extra data. Valid for 82 days. – Vi,Recharge Offers
Vi Offer: Get 11% cashback on recharge above ₹256.,Recharge Offers
Your Vi recharge of ₹12005 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm: Recharge of ₹2925 successful. Validity till 11-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL: Recharge of ₹3946 successful. Validity till 19-Oct-25. Enjoy extra validity.,Recharge Offers
Your Paytm recharge of ₹914 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi Offer: Get 8% cashback on recharge above ₹264.,Recharge Offers
Recharge ₹2568 and get 5GB extra data. Valid for 15 days. – BSNL,Recharge Offers
Airtel: Recharge of ₹15980 successful. Validity till 22-Oct-25. Enjoy extra validity.,Recharge Offers
Recharge ₹7007 and get 2GB extra data. Valid for 64 days. – Paytm,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 25-Oct-25. Renew to stay connected.,Recharge Offers
Jio Offer: Get 14% cashback on recharge above ₹255.,Recharge Offers
Vi Offer: Get 18% cashback on recharge above ₹299.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 19-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge of ₹3791 successful. Validity till 11-Oct-25. Enjoy extra validity.,Recharge Offers
Recharge ₹18579 and get 1GB extra data. Valid for 74 days. – BSNL,Recharge Offers
Airtel: Recharge of ₹12024 successful. Validity till 27-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹19316 and get 10GB extra data. Valid for 24 days. – Airtel,Recharge Offers
Recharge ₹6903 and get 2GB extra data. Valid for 36 days. – Airtel,Recharge Offers
Recharge ₹6221 and get 2GB extra data. Valid for 71 days. – BSNL,Recharge Offers
Airtel: Recharge of ₹6350 successful. Validity till 11-Oct-25. Enjoy free calls.,Recharge Offers
Your Airtel recharge of ₹14106 failed. Amount will be refunded in 24 hrs.,Recharge Offers
₹11989 debited from your A/C XXXX6583 on 17-Oct-25. Avl Bal ₹29218. – Axis Bank,Banking & Finance
₹17199 credited to your A/C XXXX7974. Available bal ₹33544. – PNB,Banking & Finance
Your OTP for transaction is 897819. Valid for 10 mins. Do not share with anyone. – ICICI Bank,Banking & Finance
₹11430 credited to your A/C XXXX2292. Available bal ₹23796. – ICICI Bank,Banking & Finance
Your OTP for transaction is 590207. Valid for 10 mins. Do not share with anyone. – Kotak Bank,Banking & Finance
Your OTP for transaction is 858069. Valid for 10 mins. Do not share with anyone. – ICICI Bank,Banking & Finance
₹1727 credited to your A/C XXXX9599. Available bal ₹24312. – HDFC Bank,Banking & Finance
Loan approved! ₹7006 disbursed to your A/C XXXX9626. EMI ₹7037/month. – PNB,Banking & Finance
Loan approved! ₹17998 disbursed to your A/C XXXX6688. EMI ₹2534/month. – SBI,Banking & Finance
Loan approved! ₹17003 disbursed to your A/C XXXX8535. EMI ₹6140/month. – Axis Bank,Banking & Finance
₹6656 credited to your A/C XXXX3603. Available bal ₹22996. – SBI,Banking & Finance
₹1921 credited to your A/C XXXX5948. Available bal ₹45593. – PNB,Banking & Finance
Your OTP for transaction is 688174. Valid for 10 mins. Do not share with anyone. – Kotak Bank,Banking & Finance
₹17146 debited from your A/C XXXX9405 on 17-Oct-25. Avl Bal ₹30247. – Axis Bank,Banking & Finance
₹19240 debited from your A/C XXXX4170 on 23-Oct-25. Avl Bal ₹39651. – PNB,Banking & Finance
₹19115 debited from your A/C XXXX9342 on 14-Oct-25. Avl Bal ₹49597. – ICICI Bank,Banking & Finance
Your credit card bill of ₹18163 due on 26-Oct-25. Pay now to avoid late fees. – HDFC Bank,Banking & Finance
Loan approved! ₹9777 disbursed to your A/C XXXX2738. EMI ₹4673/month. – SBI,Banking & Finance
₹7723 credited to your A/C XXXX2972. Available bal ₹35786. – SBI,Banking & Finance
Loan approved! ₹17699 disbursed to your A/C XXXX5415. EMI ₹6165/month. – Axis Bank,Banking & Finance
Your credit card bill of ₹2989 due on 16-Oct-25. Pay now to avoid late fees. – HDFC Bank,Banking & Finance
Your credit card bill of ₹14189 due on 15-Oct-25. Pay now to avoid late fees. – Kotak Bank,Banking & Finance
₹15595 debited from your A/C XXXX7703 on 23-Oct-25. Avl Bal ₹21711. – SBI,Banking & Finance
Your OTP for transaction is 924413. Valid for 10 mins. Do not share with anyone. – HDFC Bank,Banking & Finance
Loan approved! ₹13818 disbursed to your A/C XXXX5762. EMI ₹7491/month. – HDFC Bank,Banking & Finance
₹17506 debited from your A/C XXXX4161 on 24-Oct-25. Avl Bal ₹46566. – Axis Bank,Banking & Finance
₹2909 debited from your A/C XXXX6316 on 24-Oct-25. Avl Bal ₹18786. – ICICI Bank,Banking & Finance
Your OTP for transaction is 671796. Valid for 10 mins. Do not share with anyone. – HDFC Bank,Banking & Finance
Your OTP for transaction is 327138. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
Your OTP for transaction is 197887. Valid for 10 mins. Do not share with anyone. – PNB,Banking & Finance
Loan approved! ₹356 disbursed to your A/C XXXX7152. EMI ₹6794/month. – Kotak Bank,Banking & Finance
Your credit card bill of ₹9746 due on 25-Oct-25. Pay now to avoid late fees. – Axis Bank,Banking & Finance
Loan approved! ₹16013 disbursed to your A/C XXXX2227. EMI ₹5168/month. – Kotak Bank,Banking & Finance
Your OTP for transaction is 754862. Valid for 10 mins. Do not share with anyone. – PNB,Banking & Finance
Your credit card bill of ₹14732 due on 18-Oct-25. Pay now to avoid late fees. – SBI,Banking & Finance
Your OTP for transaction is 750218. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
Your OTP for transaction is 897453. Valid for 10 mins. Do not share with anyone. – HDFC Bank,Banking & Finance
₹15452 credited to your A/C XXXX4109. Available bal ₹6744. – Kotak Bank,Banking & Finance
Your OTP for transaction is 649748. Valid for 10 mins. Do not share with anyone. – HDFC Bank,Banking & Finance
₹13006 credited to your A/C XXXX3736. Available bal ₹17283. – PNB,Banking & Finance
Loan approved! ₹12046 disbursed to your A/C XXXX6023. EMI ₹3822/month. – HDFC Bank,Banking & Finance
Your credit card bill of ₹12116 due on 23-Oct-25. Pay now to avoid late fees. – Kotak Bank,Banking & Finance
₹18711 credited to your A/C XXXX3262. Available bal ₹28093. – Axis Bank,Banking & Finance
Your OTP for transaction is 165411. Valid for 10 mins. Do not share with anyone. – Kotak Bank,Banking & Finance
₹4958 debited from your A/C XXXX8975 on 23-Oct-25. Avl Bal ₹42389. – PNB,Banking & Finance
Your credit card bill of ₹9742 due on 18-Oct-25. Pay now to avoid late fees. – HDFC Bank,Banking & Finance
₹1527 debited from your A/C XXXX7238 on 16-Oct-25. Avl Bal ₹8789. – ICICI Bank,Banking & Finance
₹9638 credited to your A/C XXXX7443. Available bal ₹1756. – Axis Bank,Banking & Finance
Loan approved! ₹11895 disbursed to your A/C XXXX6194. EMI ₹2811/month. – Axis Bank,Banking & Finance
Your credit card bill of ₹10244 due on 14-Oct-25. Pay now to avoid late fees. – ICICI Bank,Banking & Finance
Your OTP for transaction is 265480. Valid for 10 mins. Do not share with anyone. – PNB,Banking & Finance
₹4920 debited from your A/C XXXX1046 on 10-Oct-25. Avl Bal ₹17119. – Axis Bank,Banking & Finance
₹14030 credited to your A/C XXXX3229. Available bal ₹7506. – Axis Bank,Banking & Finance
₹10173 debited from your A/C XXXX9779 on 11-Oct-25. Avl Bal ₹6748. – Axis Bank,Banking & Finance
₹8425 debited from your A/C XXXX7565 on 16-Oct-25. Avl Bal ₹17883. – Kotak Bank,Banking & Finance
Your OTP for transaction is 944184. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
Your OTP for transaction is 390341. Valid for 10 mins. Do not share with anyone. – Axis Bank,Banking & Finance
Loan approved! ₹19439 disbursed to your A/C XXXX7964. EMI ₹4398/month. – ICICI Bank,Banking & Finance
Your credit card bill of ₹15890 due on 25-Oct-25. Pay now to avoid late fees. – Kotak Bank,Banking & Finance
Your credit card bill of ₹19587 due on 25-Oct-25. Pay now to avoid late fees. – Axis Bank,Banking & Finance
Your credit card bill of ₹6287 due on 27-Oct-25. Pay now to avoid late fees. – HDFC Bank,Banking & Finance
Loan approved! ₹6419 disbursed to your A/C XXXX2978. EMI ₹5117/month. – Axis Bank,Banking & Finance
₹11325 credited to your A/C XXXX1446. Available bal ₹37473. – Axis Bank,Banking & Finance
Your OTP for transaction is 284312. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
₹4220 debited from your A/C XXXX4647 on 20-Oct-25. Avl Bal ₹42988. – PNB,Banking & Finance
Your OTP for transaction is 787122. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
Your OTP for transaction is 222541. Valid for 10 mins. Do not share with anyone. – PNB,Banking & Finance
₹2783 debited from your A/C XXXX5818 on 12-Oct-25. Avl Bal ₹33297. – Axis Bank,Banking & Finance
Your OTP for transaction is 260900. Valid for 10 mins. Do not share with anyone. – SBI,Banking & Finance
